"id","name","parent_id","parent_name","gparent_id"
22,"Interest Rates",32991,"Money, Banking, & Finance",0
15,"Exchange Rates",32991,"Money, Banking, & Finance",0
24,"Monetary Data",32991,"Money, Banking, & Finance",0
46,"Financial Indicators",32991,"Money, Banking, & Finance",0
23,"Banking",32991,"Money, Banking, & Finance",0
32360,"Business Lending",32991,"Money, Banking, & Finance",0
32145,"Foreign Exchange Intervention",32991,"Money, Banking, & Finance",0
12,"Current Population Survey (Household Survey)",10,"Population, Employment, & Labor Markets",0
11,"Current Employment Statistics (Establishment Survey)",10,"Population, Employment, & Labor Markets",0
32250,"ADP Employment",10,"Population, Employment, & Labor Markets",0
33500,"Education",10,"Population, Employment, & Labor Markets",0
33001,"Income Distribution",10,"Population, Employment, & Labor Markets",0
32241,"Job Openings and Labor Turnover (JOLTS)",10,"Population, Employment, & Labor Markets",0
33509,"Labor Market Conditions",10,"Population, Employment, & Labor Markets",0
104,"Population",10,"Population, Employment, & Labor Markets",0
2,"Productivity & Costs",10,"Population, Employment, & Labor Markets",0
33831,"Minimum Wage",10,"Population, Employment, & Labor Markets",0
32240,"Weekly Initial Claims",10,"Population, Employment, & Labor Markets",0
33731,"Tax Data",10,"Population, Employment, & Labor Markets",0
18,"National Income & Product Accounts",32992,"National Accounts",0
5,"Federal Government Debt",32992,"National Accounts",0
32251,"Flow of Funds",32992,"National Accounts",0
13,"U.S. Trade & International Transactions",32992,"National Accounts",0
32262,"Business Cycle Expansions & Contractions",1,"Production & Business Activity",0
33936,"Business Surveys",1,"Production & Business Activity",0
32436,"Construction",1,"Production & Business Activity",0
33940,"Emissions",1,"Production & Business Activity",0
33490,"Finance Companies",1,"Production & Business Activity",0
32216,"Health Insurance",1,"Production & Business Activity",0
97,"Housing",1,"Production & Business Activity",0
3,"Industrial Production & Capacity Utilization",1,"Production & Business Activity",0
32429,"Manufacturing",1,"Production & Business Activity",0
6,"Retail Trade",1,"Production & Business Activity",0
33441,"Services",1,"Production & Business Activity",0
33492,"Technology",1,"Production & Business Activity",0
33202,"Transportation",1,"Production & Business Activity",0
33203,"Wholesale Trade",1,"Production & Business Activity",0
32217,"Commodities",32455,"Prices",0
9,"Consumer Price Indexes (CPI and PCE)",32455,"Prices",0
33913,"Cryptocurrencies",32455,"Prices",0
4,"Employment Cost Index",32455,"Prices",0
33717,"Health Care Indexes",32455,"Prices",0
32261,"House Price Indexes",32455,"Prices",0
31,"Producer Price Indexes (PPI)",32455,"Prices",0
32220,"Trade Indexes",32455,"Prices",0
32264,"Countries",32263,"International Data",0
32955,"Geography",32263,"International Data",0
32265,"Indicators",32263,"International Data",0
32956,"Institutions",32263,"International Data",0
27281,"States",3008,"U.S. Regional Data",0
32043,"Census Regions",3008,"U.S. Regional Data",0
32061,"BEA Regions",3008,"U.S. Regional Data",0
32849,"BLS Regions",3008,"U.S. Regional Data",0
32071,"Federal Reserve Districts",3008,"U.S. Regional Data",0
32233,"Freddie Mac Regions",3008,"U.S. Regional Data",0
33833,"Banking and Monetary Statistics, 1914-1941",33060,"Academic Data",0
33951,"Daily Federal Funds Rate, 1928-54",33060,"Academic Data",0
33825,"Data on the nominal term structure model from Kim and Wright",33060,"Academic Data",0
33891,"Historical Federal Reserve Data",33060,"Academic Data",0
33061,"NBER Macrohistory Database",33060,"Academic Data",0
33100,"Penn World Table 7.1",33060,"Academic Data",0
33402,"Penn World Table 9.0",33060,"Academic Data",0
33120,"Recession Probabilities",33060,"Academic Data",0
33123,"Weekly U.S. and State Bond Prices, 1855-1865",33060,"Academic Data",0
33201,"Economic Policy Uncertainty",33060,"Academic Data",0
33442,"Sticky Wages and Comovement",33060,"Academic Data",0
33839,"A Millennium of Macroeconomic Data for the UK",33060,"Academic Data",0
33934,"New England Textile Industry, 1815-1860",33060,"Academic Data",0
33058,"Automobile Loan Rates",22,"Interest Rates",32991
51,"Bankers Acceptance Rate",22,"Interest Rates",32991
121,"Certificates of Deposit",22,"Interest Rates",32991
120,"Commercial Paper",22,"Interest Rates",32991
32348,"Corporate Bonds",22,"Interest Rates",32991
33059,"Credit Card Loan Rates",22,"Interest Rates",32991
32298,"Eurodollar Deposits",22,"Interest Rates",32991
118,"FRB Rates - discount, fed funds, primary credit",22,"Interest Rates",32991
33056,"Interest Checking Accounts",22,"Interest Rates",32991
33446,"Interest Rate Spreads",22,"Interest Rates",32991
32299,"Interest Rate Swaps",22,"Interest Rates",32991
33003,"LIBOR Rates",22,"Interest Rates",32991
32995,"Long-Term Securities",22,"Interest Rates",32991
33055,"Money Market Accounts",22,"Interest Rates",32991
114,"Mortgage Rates",22,"Interest Rates",32991
33057,"Personal Loan Rates",22,"Interest Rates",32991
117,"Prime Bank Loan Rate",22,"Interest Rates",32991
33491,"Saving Accounts",22,"Interest Rates",32991
116,"Treasury Bills",22,"Interest Rates",32991
115,"Treasury Constant Maturity",22,"Interest Rates",32991
82,"Treasury Inflation-Indexed Securities",22,"Interest Rates",32991
94,"Daily Rates",15,"Exchange Rates",32991
95,"Monthly Rates",15,"Exchange Rates",32991
32219,"Annual Rates",15,"Exchange Rates",32991
105,"Trade-Weighted Indexes",15,"Exchange Rates",32991
158,"By Country",15,"Exchange Rates",32991
124,"Monetary Base",24,"Monetary Data",32991
123,"Reserves",24,"Monetary Data",32991
25,"M1 and Components",24,"Monetary Data",32991
29,"M2 and Components",24,"Monetary Data",32991
96,"M2 Minus Small Time Deposits",24,"Monetary Data",32991
28,"M3 and Components",24,"Monetary Data",32991
30,"MZM",24,"Monetary Data",32991
26,"Memorandum Items",24,"Monetary Data",32991
32242,"Money Velocity",24,"Monetary Data",32991
122,"Borrowings",24,"Monetary Data",32991
32215,"Factors Affecting Reserve Balances",24,"Monetary Data",32991
32218,"Securities, Loans, & Other Assets & Liabilities Held by Fed",24,"Monetary Data",32991
32414,"Bond Market Indexes",46,"Financial Indicators",32991
33119,"Consumer Financial Condition Indexes",46,"Financial Indicators",32991
32457,"Financial Activity Measures",46,"Financial Indicators",32991
32255,"Stock Market Indexes",46,"Financial Indicators",32991
32425,"Volatility Indexes",46,"Financial Indicators",32991
100,"Commercial Banking",23,"Banking",32991
83,"Condition of Banks",23,"Banking",32991
101,"Consumer Credit",23,"Banking",32991
32440,"Delinquencies and Delinquency Rates",23,"Banking",32991
33121,"Failures and Assistance Transactions",23,"Banking",32991
64,"8th District Banking Performance",23,"Banking",32991
33445,"Mortgage Debt Outstanding",23,"Banking",32991
32439,"Net Charge-Offs and Charge-Off Rates",23,"Banking",32991
99,"Securities & Investments",23,"Banking",32991
32239,"Senior Loan Officer Survey",23,"Banking",32991
32996,"Commercial Paper",32360,"Business Lending",32991
32406,"Commercial and Industrial Loans by Time that Pricing Terms Were Set and by Commitment",32360,"Business Lending",32991
33439,"Commercial and Industrial Loans Backed by Small Business Association",32360,"Business Lending",32991
32361,"Commercial and Industrial Loans Made by All Commercial Banks",32360,"Business Lending",32991
32370,"Commercial and Industrial Loans Made by Domestic Banks",32360,"Business Lending",32991
32379,"Commercial and Industrial Loans Made by Large Domestic Banks",32360,"Business Lending",32991
32388,"Commercial and Industrial Loans Made by Small Domestic Banks",32360,"Business Lending",32991
32397,"Commercial and Industrial Loans Made by U.S. Branches and Agencies of Foreign Banks",32360,"Business Lending",32991
33440,"Commercial and Industrial Loans Made Under Participation or Syndication",32360,"Business Lending",32991
32442,"Civilian Labor Force",12,"Current Population Survey (Household Survey)",10
32443,"Civilian Labor Force Participation Rate",12,"Current Population Survey (Household Survey)",10
32444,"Employment",12,"Current Population Survey (Household Survey)",10
32445,"Employment Population Ratio",12,"Current Population Survey (Household Survey)",10
32446,"Unemployment Level",12,"Current Population Survey (Household Survey)",10
32447,"Unemployment Rate",12,"Current Population Survey (Household Survey)",10
32448,"Not in Labor Force",12,"Current Population Survey (Household Survey)",10
32449,"Labor Force Participation Rate",12,"Current Population Survey (Household Survey)",10
32450,"Multiple Jobholders",12,"Current Population Survey (Household Survey)",10
32451,"Duration of Unemployment",12,"Current Population Survey (Household Survey)",10
32452,"Losers and Leavers",12,"Current Population Survey (Household Survey)",10
33501,"Earnings",12,"Current Population Survey (Household Survey)",10
32453,"Entrants and Reentrants",12,"Current Population Survey (Household Survey)",10
33502,"Labor Force Status Flows",12,"Current Population Survey (Household Survey)",10
32305,"Total Nonfarm",11,"Current Employment Statistics (Establishment Survey)",10
32306,"Total Private",11,"Current Employment Statistics (Establishment Survey)",10
32307,"Goods-Producing",11,"Current Employment Statistics (Establishment Survey)",10
32326,"Service-Providing",11,"Current Employment Statistics (Establishment Survey)",10
32308,"Private Service-Providing",11,"Current Employment Statistics (Establishment Survey)",10
32309,"Mining and Logging",11,"Current Employment Statistics (Establishment Survey)",10
32310,"Construction",11,"Current Employment Statistics (Establishment Survey)",10
32311,"Manufacturing",11,"Current Employment Statistics (Establishment Survey)",10
32312,"Durable Goods",11,"Current Employment Statistics (Establishment Survey)",10
32313,"Nondurable Goods",11,"Current Employment Statistics (Establishment Survey)",10
32314,"Trade, Transportation, and Utilities",11,"Current Employment Statistics (Establishment Survey)",10
32315,"Wholesale Trade",11,"Current Employment Statistics (Establishment Survey)",10
32316,"Retail Trade",11,"Current Employment Statistics (Establishment Survey)",10
32317,"Transportation and Warehousing",11,"Current Employment Statistics (Establishment Survey)",10
32318,"Utilities",11,"Current Employment Statistics (Establishment Survey)",10
32319,"Information",11,"Current Employment Statistics (Establishment Survey)",10
32320,"Financial Activities",11,"Current Employment Statistics (Establishment Survey)",10
32321,"Professional and Business Services",11,"Current Employment Statistics (Establishment Survey)",10
32322,"Education and Health Services",11,"Current Employment Statistics (Establishment Survey)",10
32323,"Leisure and Hospitality",11,"Current Employment Statistics (Establishment Survey)",10
32324,"Other Services",11,"Current Employment Statistics (Establishment Survey)",10
32325,"Government",11,"Current Employment Statistics (Establishment Survey)",10
32243,"Job Openings (Levels and Rates)",32241,"Job Openings and Labor Turnover (JOLTS)",10
32245,"Hires (Levels and Rates)",32241,"Job Openings and Labor Turnover (JOLTS)",10
32246,"Total Separations (Levels and Rates)",32241,"Job Openings and Labor Turnover (JOLTS)",10
32247,"Quits (Levels and Rates)",32241,"Job Openings and Labor Turnover (JOLTS)",10
32248,"Layoffs and Discharges (Levels and Rates)",32241,"Job Openings and Labor Turnover (JOLTS)",10
32249,"Other Separations (Levels and Rates)",32241,"Job Openings and Labor Turnover (JOLTS)",10
33735,"Poverty Measures",104,"Population",10
33514,"Supplemental Nutrition Assistance Program",104,"Population",10
32349,"Manufacturing",2,"Productivity & Costs",10
32350,"Business",2,"Productivity & Costs",10
32351,"Nonfarm Business",2,"Productivity & Costs",10
32354,"Nonfinancial Corporations",2,"Productivity & Costs",10
112,"Domestic Capital Account (Saving & Investment)",18,"National Income & Product Accounts",32992
108,"Foreign Transactions",18,"National Income & Product Accounts",32992
33697,"Fixed Assets",18,"National Income & Product Accounts",32992
33122,"Gross Domestic Income",18,"National Income & Product Accounts",32992
106,"GDP/GNP",18,"National Income & Product Accounts",32992
107,"Gov't Receipts, Expenditures & Investment",18,"National Income & Product Accounts",32992
33719,"Health Care Spending",18,"National Income & Product Accounts",32992
33054,"Imputations",18,"National Income & Product Accounts",32992
33045,"Industry",18,"National Income & Product Accounts",32992
110,"Personal Income & Outlays",18,"National Income & Product Accounts",32992
21,"Price Indexes & Deflators",18,"National Income & Product Accounts",32992
109,"Private Enterprise Income",18,"National Income & Product Accounts",32992
33021,"Quantity Indexes",18,"National Income & Product Accounts",32992
33401,"Effect of ARRA on Selected NIPA Estimates",18,"National Income & Product Accounts",32992
32258,"B.101 Balance Sheet of Households and Nonprofit Organizations",32251,"Flow of Funds",32992
32259,"B.103 Balance Sheet of Nonfinancial Corporate Business",32251,"Flow of Funds",32992
32260,"B.104 Balance Sheet of Nonfinancial Noncorporate Business",32251,"Flow of Funds",32992
32256,"D.3 Credit Market Debt Outstanding by Sector",32251,"Flow of Funds",32992
32257,"L.1 Credit Market Debt Outstanding",32251,"Flow of Funds",32992
33722,"L.203 Net Interbank Transactions",32251,"Flow of Funds",32992
33726,"L.208 Debt Securities",32251,"Flow of Funds",32992
33729,"L.214 Loans",32251,"Flow of Funds",32992
33204,"S.1 Total Economy - Current Account",32251,"Flow of Funds",32992
33205,"S.2 Selected Aggregates for Total Economy and Sectors",32251,"Flow of Funds",32992
33240,"S.3 Households and Nonprofit Institutions Serving Households",32251,"Flow of Funds",32992
33241,"S.4 Nonfinancial Noncorporate Business",32251,"Flow of Funds",32992
33242,"S.5 Nonfinancial Corporate Business",32251,"Flow of Funds",32992
33243,"S.6 Financial Business",32251,"Flow of Funds",32992
33244,"S.7 Federal Government",32251,"Flow of Funds",32992
33245,"S.8 State and Local Governments",32251,"Flow of Funds",32992
33246,"S.9 Rest of the World",32251,"Flow of Funds",32992
16,"Exports",13,"U.S. Trade & International Transactions",32992
17,"Imports",13,"U.S. Trade & International Transactions",32992
3000,"Income Payments & Receipts",13,"U.S. Trade & International Transactions",32992
33705,"International Investment Position",13,"U.S. Trade & International Transactions",32992
125,"Trade Balance",13,"U.S. Trade & International Transactions",32992
127,"U.S. International Finance",13,"U.S. Trade & International Transactions",32992
32300,"Housing Units Authorized by Building Permits",97,"Housing",1
32301,"Housing Units Authorized, But Not Yet Started",97,"Housing",1
32302,"Housing Starts",97,"Housing",1
32303,"Housing Units Under Construction",97,"Housing",1
32304,"Housing Units Completed",97,"Housing",1
32426,"New Residential Sales",97,"Housing",1
33949,"Manufactured Housing",97,"Housing",1
33938,"Automotive Production Seasonal Factor",3,"Industrial Production & Capacity Utilization",1
32432,"Inventories",32429,"Manufacturing",1
32431,"New Orders",32429,"Manufacturing",1
32433,"Inventory to Shipments",32429,"Manufacturing",1
32435,"Unfilled Orders",32429,"Manufacturing",1
32434,"Unfilled Orders to Shipments",32429,"Manufacturing",1
32430,"Shipments",32429,"Manufacturing",1
32993,"Motor Vehicles",33202,"Transportation",1
32415,"Food and Beverages",9,"Consumer Price Indexes (CPI and PCE)",32455
32416,"Housing",9,"Consumer Price Indexes (CPI and PCE)",32455
32417,"Apparel",9,"Consumer Price Indexes (CPI and PCE)",32455
32418,"Transportation",9,"Consumer Price Indexes (CPI and PCE)",32455
32419,"Medical Care",9,"Consumer Price Indexes (CPI and PCE)",32455
32420,"Recreation",9,"Consumer Price Indexes (CPI and PCE)",32455
32421,"Education and Communication",9,"Consumer Price Indexes (CPI and PCE)",32455
32422,"Other Goods and Services",9,"Consumer Price Indexes (CPI and PCE)",32455
32423,"Commodity and Services Groups",9,"Consumer Price Indexes (CPI and PCE)",32455
32424,"Special Indexes",9,"Consumer Price Indexes (CPI and PCE)",32455
33583,"Commodity Based",31,"Producer Price Indexes (PPI)",32455
33584,"Industry Based",31,"Producer Price Indexes (PPI)",32455
32221,"Import Price Indexes",32220,"Trade Indexes",32455
32224,"Export Price Indexes",32220,"Trade Indexes",32455
32231,"Services Price Indexes",32220,"Trade Indexes",32455
32641,"Afghanistan",32264,"Countries",32263
32643,"Albania",32264,"Countries",32263
32644,"Algeria",32264,"Countries",32263
32645,"American Samoa",32264,"Countries",32263
32646,"Andorra",32264,"Countries",32263
32647,"Angola",32264,"Countries",32263
32648,"Anguilla",32264,"Countries",32263
32650,"Antigua and Barbuda",32264,"Countries",32263
32651,"Argentina",32264,"Countries",32263
32652,"Armenia",32264,"Countries",32263
32653,"Aruba",32264,"Countries",32263
32269,"Australia",32264,"Countries",32263
32282,"Austria",32264,"Countries",32263
32654,"Azerbaijan",32264,"Countries",32263
32655,"Bahamas",32264,"Countries",32263
32656,"Bahrain",32264,"Countries",32263
32657,"Bangladesh",32264,"Countries",32263
32658,"Barbados",32264,"Countries",32263
32659,"Belarus",32264,"Countries",32263
32270,"Belgium",32264,"Countries",32263
32660,"Belize",32264,"Countries",32263
32661,"Benin",32264,"Countries",32263
32662,"Bermuda",32264,"Countries",32263
32663,"Bhutan",32264,"Countries",32263
32664,"Bolivia, Plurinational State of",32264,"Countries",32263
32665,"Caribbean Netherlands",32264,"Countries",32263
32666,"Bosnia and Herzegovina",32264,"Countries",32263
32667,"Botswana",32264,"Countries",32263
32327,"Brazil",32264,"Countries",32263
32669,"British Indian Ocean Territory",32264,"Countries",32263
32670,"Brunei Darussalam",32264,"Countries",32263
32671,"Bulgaria",32264,"Countries",32263
32672,"Burkina Faso",32264,"Countries",32263
32673,"Burundi",32264,"Countries",32263
32674,"Cambodia",32264,"Countries",32263
32675,"Cameroon",32264,"Countries",32263
32268,"Canada",32264,"Countries",32263
32676,"Cape Verde",32264,"Countries",32263
32677,"Cayman Islands",32264,"Countries",32263
32678,"Central African Republic",32264,"Countries",32263
32679,"Chad",32264,"Countries",32263
32328,"Chile",32264,"Countries",32263
32329,"China",32264,"Countries",32263
32680,"Christmas Island",32264,"Countries",32263
32681,"Cocos (Keeling) Islands",32264,"Countries",32263
32682,"Colombia",32264,"Countries",32263
32683,"Comoros",32264,"Countries",32263
32684,"Congo, Republic of the",32264,"Countries",32263
32685,"Congo, Democratic Republic of the",32264,"Countries",32263
32686,"Cook Islands",32264,"Countries",32263
32687,"Costa Rica",32264,"Countries",32263
32688,"Côte d’Ivoire",32264,"Countries",32263
32689,"Croatia",32264,"Countries",32263
32690,"Cuba",32264,"Countries",32263
32691,"Curaçao",32264,"Countries",32263
32692,"Cyprus",32264,"Countries",32263
32288,"Czech Republic",32264,"Countries",32263
32271,"Denmark",32264,"Countries",32263
32693,"Djibouti",32264,"Countries",32263
32694,"Dominica",32264,"Countries",32263
32695,"Dominican Republic",32264,"Countries",32263
32696,"Ecuador",32264,"Countries",32263
32697,"Egypt",32264,"Countries",32263
32698,"El Salvador",32264,"Countries",32263
32699,"Equatorial Guinea",32264,"Countries",32263
32700,"Eritrea",32264,"Countries",32263
32701,"Estonia",32264,"Countries",32263
32702,"Ethiopia",32264,"Countries",32263
32703,"Falkland Islands",32264,"Countries",32263
32704,"Faroe Islands",32264,"Countries",32263
32705,"Fiji",32264,"Countries",32263
32289,"Finland",32264,"Countries",32263
32272,"France",32264,"Countries",32263
32706,"French Guiana",32264,"Countries",32263
32707,"French Polynesia",32264,"Countries",32263
32708,"French Southern Territories",32264,"Countries",32263
32709,"Gabon",32264,"Countries",32263
32710,"Republic of the Gambia",32264,"Countries",32263
32711,"Georgia",32264,"Countries",32263
32273,"Germany",32264,"Countries",32263
32712,"Ghana",32264,"Countries",32263
32713,"Gibraltar",32264,"Countries",32263
32330,"Greece",32264,"Countries",32263
32714,"Greenland",32264,"Countries",32263
32715,"Grenada",32264,"Countries",32263
32716,"Guadeloupe",32264,"Countries",32263
32717,"Guam",32264,"Countries",32263
32718,"Guatemala",32264,"Countries",32263
32720,"Guinea",32264,"Countries",32263
32721,"Guinea-Bissau",32264,"Countries",32263
32722,"Guyana",32264,"Countries",32263
32723,"Haiti",32264,"Countries",32263
32724,"Heard Island and McDonald Islands",32264,"Countries",32263
32725,"Holy See (Vatican City State)",32264,"Countries",32263
32726,"Honduras",32264,"Countries",32263
32727,"Hong Kong",32264,"Countries",32263
32331,"Hungary",32264,"Countries",32263
32334,"Iceland",32264,"Countries",32263
32333,"India",32264,"Countries",32263
32332,"Indonesia",32264,"Countries",32263
32728,"Iran, Islamic Republic of",32264,"Countries",32263
32729,"Iraq",32264,"Countries",32263
32290,"Ireland",32264,"Countries",32263
32730,"Isle of Man",32264,"Countries",32263
32335,"Israel",32264,"Countries",32263
32274,"Italy",32264,"Countries",32263
32731,"Jamaica",32264,"Countries",32263
32281,"Japan",32264,"Countries",32263
32733,"Jordan",32264,"Countries",32263
32734,"Kazakhstan",32264,"Countries",32263
32735,"Kenya",32264,"Countries",32263
32736,"Kiribati",32264,"Countries",32263
32737,"Korea, Democratic People's Republic of (North Korea)",32264,"Countries",32263
32286,"Korea, Republic of (South Korea)",32264,"Countries",32263
32738,"Kuwait",32264,"Countries",32263
32739,"Kyrgyz Republic",32264,"Countries",32263
32740,"Lao People's Democratic Republic",32264,"Countries",32263
32741,"Latvia",32264,"Countries",32263
32742,"Lebanon",32264,"Countries",32263
32743,"Lesotho",32264,"Countries",32263
32744,"Liberia",32264,"Countries",32263
32745,"Libyan Arab Jamahiriya",32264,"Countries",32263
32746,"Liechtenstein",32264,"Countries",32263
32747,"Lithuania",32264,"Countries",32263
32336,"Luxembourg",32264,"Countries",32263
32748,"Macao",32264,"Countries",32263
32749,"Macedonia, Former Yugoslav Republic of",32264,"Countries",32263
32750,"Madagascar",32264,"Countries",32263
32751,"Malawi",32264,"Countries",32263
32752,"Malaysia",32264,"Countries",32263
32753,"Maldives",32264,"Countries",32263
32754,"Mali",32264,"Countries",32263
32755,"Malta",32264,"Countries",32263
32756,"Marshall Islands",32264,"Countries",32263
32757,"Martinique",32264,"Countries",32263
32758,"Mauritania",32264,"Countries",32263
32759,"Mauritius",32264,"Countries",32263
32760,"Mayotte",32264,"Countries",32263
32337,"Mexico",32264,"Countries",32263
32761,"Micronesia, Federated States of",32264,"Countries",32263
32762,"Moldova, Republic of",32264,"Countries",32263
32763,"Monaco",32264,"Countries",32263
32764,"Mongolia",32264,"Countries",32263
32765,"Montenegro",32264,"Countries",32263
32766,"Montserrat",32264,"Countries",32263
32767,"Morocco",32264,"Countries",32263
32768,"Mozambique",32264,"Countries",32263
32769,"Myanmar",32264,"Countries",32263
32770,"Namibia",32264,"Countries",32263
32771,"Nauru",32264,"Countries",32263
32772,"Nepal",32264,"Countries",32263
32275,"Netherlands",32264,"Countries",32263
32773,"New Caledonia",32264,"Countries",32263
32338,"New Zealand",32264,"Countries",32263
32774,"Nicaragua",32264,"Countries",32263
32775,"Niger",32264,"Countries",32263
32776,"Nigeria",32264,"Countries",32263
32777,"Niue",32264,"Countries",32263
32778,"Norfolk Island",32264,"Countries",32263
32779,"Northern Mariana Islands",32264,"Countries",32263
32276,"Norway",32264,"Countries",32263
32780,"Oman",32264,"Countries",32263
32781,"Pakistan",32264,"Countries",32263
32782,"Palau",32264,"Countries",32263
32783,"Palestinian Territories",32264,"Countries",32263
32784,"Panama",32264,"Countries",32263
32785,"Papua New Guinea",32264,"Countries",32263
32786,"Paraguay",32264,"Countries",32263
32787,"Peru",32264,"Countries",32263
32788,"Philippines",32264,"Countries",32263
32789,"Pitcairn",32264,"Countries",32263
32339,"Poland",32264,"Countries",32263
32340,"Portugal",32264,"Countries",32263
32790,"Puerto Rico",32264,"Countries",32263
32791,"Qatar",32264,"Countries",32263
32792,"Reunion",32264,"Countries",32263
32793,"Romania",32264,"Countries",32263
32341,"Russian Federation",32264,"Countries",32263
32794,"Rwanda",32264,"Countries",32263
32796,"Saint Helena, Ascension and Tristan da Cunha",32264,"Countries",32263
32797,"Saint Kitts and Nevis",32264,"Countries",32263
32798,"Saint Lucia",32264,"Countries",32263
32799,"Saint Martin, Collectivity of",32264,"Countries",32263
32800,"Saint Pierre and Miquelon",32264,"Countries",32263
32801,"Saint Vincent and the Grenadines",32264,"Countries",32263
32802,"Samoa",32264,"Countries",32263
32803,"San Marino",32264,"Countries",32263
32804,"Sao Tome and Principe",32264,"Countries",32263
32805,"Saudi Arabia",32264,"Countries",32263
32806,"Senegal",32264,"Countries",32263
32807,"Serbia",32264,"Countries",32263
32808,"Seychelles",32264,"Countries",32263
32809,"Sierra Leone",32264,"Countries",32263
32287,"Singapore",32264,"Countries",32263
32810,"Sint Maarten (Dutch part)",32264,"Countries",32263
32342,"Slovak Republic",32264,"Countries",32263
32343,"Slovenia",32264,"Countries",32263
32811,"Solomon Islands",32264,"Countries",32263
32812,"Somalia",32264,"Countries",32263
32345,"South Africa",32264,"Countries",32263
32814,"South Sudan",32264,"Countries",32263
32277,"Spain",32264,"Countries",32263
32815,"Sri Lanka",32264,"Countries",32263
32816,"Sudan",32264,"Countries",32263
32817,"Suriname",32264,"Countries",32263
32818,"Svalbard and Jan Mayen",32264,"Countries",32263
32819,"Swaziland",32264,"Countries",32263
32278,"Sweden",32264,"Countries",32263
32279,"Switzerland",32264,"Countries",32263
32820,"Syrian Arab Republic",32264,"Countries",32263
32438,"Taiwan",32264,"Countries",32263
32821,"Tajikistan",32264,"Countries",32263
32822,"Tanzania, United Republic of",32264,"Countries",32263
32823,"Thailand",32264,"Countries",32263
32824,"Timor-Leste",32264,"Countries",32263
32825,"Togo",32264,"Countries",32263
32826,"Tokelau",32264,"Countries",32263
32827,"Tonga",32264,"Countries",32263
32828,"Trinidad and Tobago",32264,"Countries",32263
32829,"Tunisia",32264,"Countries",32263
32344,"Turkey",32264,"Countries",32263
32830,"Turkmenistan",32264,"Countries",32263
32831,"Turks and Caicos Islands",32264,"Countries",32263
32832,"Tuvalu",32264,"Countries",32263
32833,"Uganda",32264,"Countries",32263
32834,"Ukraine",32264,"Countries",32263
32835,"United Arab Emirates",32264,"Countries",32263
32280,"United Kingdom",32264,"Countries",32263
32267,"United States",32264,"Countries",32263
32837,"Uruguay",32264,"Countries",32263
32838,"Uzbekistan",32264,"Countries",32263
32839,"Vanuatu",32264,"Countries",32263
32840,"Venezuela, Bolivarian Republic of",32264,"Countries",32263
32841,"Viet Nam",32264,"Countries",32263
32842,"Virgin Islands, British",32264,"Countries",32263
32843,"Virgin Islands, U.S.",32264,"Countries",32263
32844,"Wallis and Futuna",32264,"Countries",32263
32845,"Western Sahara",32264,"Countries",32263
32846,"Yemen, Republic of",32264,"Countries",32263
32946,"Kosovo",32264,"Countries",32263
32847,"Zambia",32264,"Countries",32263
32848,"Zimbabwe",32264,"Countries",32263
32963,"Africa",32955,"Geography",32263
32964,"Americas",32955,"Geography",32263
32965,"Asia",32955,"Geography",32263
32966,"Europe",32955,"Geography",32263
32967,"Oceania",32955,"Geography",32263
32459,"World",32955,"Geography",32263
33000,"Money, Banking, & Finance",32265,"Indicators",32263
32997,"National Accounts",32265,"Indicators",32263
32999,"Population, Employment, & Labor Markets",32265,"Indicators",32263
32294,"Production & Business Activity",32265,"Indicators",32263
32998,"Prices",32265,"Indicators",32263
33247,"Consumer Price Index",32265,"Indicators",32263
33254,"Work Started",32265,"Indicators",32263
33261,"Consumer opinion surveys",32265,"Indicators",32263
33274,"Business tendency surveys (construction)",32265,"Indicators",32263
33281,"Business tendency surveys (services)",32265,"Indicators",32263
33288,"Business tendency surveys (manufacturing)",32265,"Indicators",32263
33344,"Business tendency surveys (retail trade)",32265,"Indicators",32263
33368,"Business tendency surveys (non-manufacturing)",32265,"Indicators",32263
33903,"Advanced Economies",32956,"Institutions",32263
33127,"Association of Southeast Asian Nations (ASEAN)",32956,"Institutions",32263
33126,"Bureau of Labor Statistics Asian Newly Industrialized Countries",32956,"Institutions",32263
33124,"Bureau of Labor Statistics Industrialized Countries",32956,"Institutions",32263
33128,"Bureau of Labor Statistics Latin America",32956,"Institutions",32263
33125,"Bureau of Labor Statistics Pacific Rim",32956,"Institutions",32263
33901,"Emerging Markets",32956,"Institutions",32263
32947,"Euro Area",32956,"Institutions",32263
33002,"European Economic Area",32956,"Institutions",32263
32948,"European Union",32956,"Institutions",32263
32958,"Four Big European Countries",32956,"Institutions",32263
32959,"Group of Seven (G7)",32956,"Institutions",32263
33083,"Group of Twenty Finance Ministers and Central Bank Governors (G20)",32956,"Institutions",32263
33239,"International Monetary Fund",32956,"Institutions",32263
33711,"International Organizations",32956,"Institutions",32263
32957,"Major 5 Asia",32956,"Institutions",32263
32960,"NAFTA",32956,"Institutions",32263
33086,"Non-OECD",32956,"Institutions",32263
33085,"OECD Non-member Economies",32956,"Institutions",32263
32962,"OECD Total",32956,"Institutions",32263
32961,"OECD + Non-member Economies",32956,"Institutions",32263
33087,"OECD - Europe",32956,"Institutions",32263
33713,"Unidentified Countries",32956,"Institutions",32263
33909,"Advance Technology Products",32956,"Institutions",32263
33911,"NICS",32956,"Institutions",32263
